Class,card,post_id,view_count,body,text
UI elements/Views,React-native how to move screen up on textinput,30546742,12179,I have a login screen created using react native How can I shift my screen up when the user is typing in the textInput? Do I listen to the onFocus event and use css styling to change the style of the view? ,React-native how to move screen up on textinput I have a login screen created using react native How can I shift my screen up when the user is typing in the textInput? Do I listen to the onFocus event and use css styling to change the style of the view? 
Redux,mapDispatchToProps: any point?,37325419,12147,I was wondering if there was still a point using today I m working on the redux documentation tutorials to build a todo list where is described as However I ve been told that today I could simply not to define and connect everything through Is it right? And if so what is the point to write a ? Is there any drawbacks to simply returning the action? Thanks! ,mapDispatchToProps: any point? I was wondering if there was still a point using today I m working on the redux documentation tutorials to build a todo list where is described as However I ve been told that today I could simply not to define and connect everything through Is it right? And if so what is the point to write a ? Is there any drawbacks to simply returning the action? Thanks! 
UI elements/Views,React-native: How to control what keyboard pushes up,39344140,12117,The structure of the app is fairly simple A searchbar a listview and react native tabs at the bottom The problem If I click on the searchbar on Android it pushes the whole app up so I see the tabs directly over the keyboard But on iOS the keyboard overlays the whole app without pushing anything up Is there any way to control that? I m happy to share code screenshots if the question isn t clear Thanks edit ,React-native: How to control what keyboard pushes up The structure of the app is fairly simple A searchbar a listview and react native tabs at the bottom The problem If I click on the searchbar on Android it pushes the whole app up so I see the tabs directly over the keyboard But on iOS the keyboard overlays the whole app without pushing anything up Is there any way to control that? I m happy to share code screenshots if the question isn t clear Thanks edit 
Libraries/API,Chart.js equivalent for React Native,29442037,12032,I want to get interactive charts to work in my React Native app I know there s probably not a React Native specific library made yet but what Objective C Swift Javascript library should I be looking into that would allow me to make charts graphs that look like the ones Chart js generate? ,Chart.js equivalent for React Native I want to get interactive charts to work in my React Native app I know there s probably not a React Native specific library made yet but what Objective C Swift Javascript library should I be looking into that would allow me to make charts graphs that look like the ones Chart js generate? 
Animations/visuals/styles,"How to create some kind of Splash screen/Launching screen, which disappears after App loaded? (React Native)",33390013,12027,I was wondering how to solve a launching screen which let s say it appears for some seconds and then gets replaced by the other View? I would like to use this when the app is started the first time and to cover some networkings ,"How to create some kind of Splash screen/Launching screen, which disappears after App loaded? (React Native) I was wondering how to solve a launching screen which let s say it appears for some seconds and then gets replaced by the other View? I would like to use this when the app is started the first time and to cover some networkings "
FlatList/ListView/ScrollView,React Native: Setting flex:1 on a ScrollView contentContainerStyle causes overlapping of components,33674789,12006,Problem I have a ScrollView with 2 subviews and I want the first of them lets call it ViewA to have flex 1 so the other one ViewB will stick to the bottom of the screen but only if their total height is smaller that the screen Of course that if they are higher than the screen I want it to scroll as usual Case 1 GOOD ViewA with long text ViewB scrolls with it https rnplay org apps slCivA Case 2 BAD ViewA with short text ViewB doesn t stick to the bottom https rnplay org apps OmQakQ Tried Solution So I set the ScrollView s style AND contentContainerStyle to be flex 1 I Also set ViewA s style to flex 1 But when I do it the ScrollView s contentContainer view is fixed to the screen height thus not able to scroll if needed and even worse ViewB overlaps ViewA Case 3 BAD ViewB sticks to the bottom but the whole thing doesn t scroll https rnplay org apps wZgtWA If it s a bug how to fix workaround it? If it s the expected behaviour how can I achieve what I ve described? Thanks ,React Native: Setting flex:1 on a ScrollView contentContainerStyle causes overlapping of components Problem I have a ScrollView with 2 subviews and I want the first of them lets call it ViewA to have flex 1 so the other one ViewB will stick to the bottom of the screen but only if their total height is smaller that the screen Of course that if they are higher than the screen I want it to scroll as usual Case 1 GOOD ViewA with long text ViewB scrolls with it https rnplay org apps slCivA Case 2 BAD ViewA with short text ViewB doesn t stick to the bottom https rnplay org apps OmQakQ Tried Solution So I set the ScrollView s style AND contentContainerStyle to be flex 1 I Also set ViewA s style to flex 1 But when I do it the ScrollView s contentContainer view is fixed to the screen height thus not able to scroll if needed and even worse ViewB overlaps ViewA Case 3 BAD ViewB sticks to the bottom but the whole thing doesn t scroll https rnplay org apps wZgtWA If it s a bug how to fix workaround it? If it s the expected behaviour how can I achieve what I ve described? Thanks 
Debugging,What is the difference between Hot Reloading and Live Reloading in React Native?,41428954,11994,I m a bit confused here When I m debugging a React Native Application I usually enable both and I want to know what is the difference between them? Thank you D ,What is the difference between Hot Reloading and Live Reloading in React Native? I m a bit confused here When I m debugging a React Native Application I usually enable both and I want to know what is the difference between them? Thank you D 
Building/Development/IDE,React-native with Android Studio,33826408,11964,I m totally newbie in and trying to learn more about it I tried this tutorial to learn how to work with Studio and But still I m not getting it How to code in studio and link it with Did any body have any idea how to do it or tutorial links or references ,React-native with Android Studio I m totally newbie in and trying to learn more about it I tried this tutorial to learn how to work with Studio and But still I m not getting it How to code in studio and link it with Did any body have any idea how to do it or tutorial links or references 
UI elements/Views,How to redirect to a page in React Native?,33879155,11912, Is this the only way to redirect page? That said when condition hit I want to render another page what is the right way to do in React Native? ,How to redirect to a page in React Native?  Is this the only way to redirect page? That said when condition hit I want to render another page what is the right way to do in React Native? 
Network,React Native - Fetch POST request is sending as GET request,35140358,11911,I m having issues when using FETCH I am trying to make a POST request using FETCH in react native When I inspect this call using Charles it is recorded as a GET request and the username and password that should be in the body are not there Can anyone help with this issue? ,React Native - Fetch POST request is sending as GET request I m having issues when using FETCH I am trying to make a POST request using FETCH in react native When I inspect this call using Charles it is recorded as a GET request and the username and password that should be in the body are not there Can anyone help with this issue? 
Building/Development/IDE,Packager won't start,33908314,11899,I guess I upgraded node at some point and now when I try to run the packager with it s complaining with Node 5 1 0 npm 3 3 12 and react native 0 15 0 ,Packager won't start I guess I upgraded node at some point and now when I try to run the packager with it s complaining with Node 5 1 0 npm 3 3 12 and react native 0 15 0 
Libraries/API,How to rebuild or recompile Libraries?,33381787,11898,If I modify something like below How to rebuild or recompile Libraries ? and then I can see the console log from resolveAssetSource js ,How to rebuild or recompile Libraries? If I modify something like below How to rebuild or recompile Libraries ? and then I can see the console log from resolveAssetSource js 
JS syntax / general programming,React Native: can't load image,30139736,11893,I write a simple iOS program to show image with React Native But I got the message from iPad screen When I change the code to use image url I only get a red rect border When I use another js file everything works well Hello World can show on iPad screen ,React Native: can't load image I write a simple iOS program to show image with React Native But I got the message from iPad screen When I change the code to use image url I only get a red rect border When I use another js file everything works well Hello World can show on iPad screen 
Animations/visuals/styles,Simulate display: inline in React Native,34624100,11888,React Native doesn t support the CSS property and by default all elements use the behavior of no either Most non flex layouts can be simulated with flex properties but I m flustered with inline text My app has a container that contains several words in text some of which need formatting This means I need to use spans to accomplish the formatting In order to achieve wrapping of the spans I can set the container to use but this will only allow wrapping at the end of a span rather than the traditional inline behavior of wrapping at word breaks The problem visualized spans in yellow via http codepen io anon pen GoWmdm?editors 110 Is there a way to get proper wrapping and true inline simulation using flex properties? ,Simulate display: inline in React Native React Native doesn t support the CSS property and by default all elements use the behavior of no either Most non flex layouts can be simulated with flex properties but I m flustered with inline text My app has a container that contains several words in text some of which need formatting This means I need to use spans to accomplish the formatting In order to achieve wrapping of the spans I can set the container to use but this will only allow wrapping at the end of a span rather than the traditional inline behavior of wrapping at word breaks The problem visualized spans in yellow via http codepen io anon pen GoWmdm?editors 110 Is there a way to get proper wrapping and true inline simulation using flex properties? 
FlatList/ListView/ScrollView,How to select one item of ListView in React-Native?,38171253,11818,I am a newbie in React Native I want to select one item using ListView When I first press item the ListView renderRow was call But after all not working How can I fix this bug? My problem is where? I wrote a demo in here ,How to select one item of ListView in React-Native? I am a newbie in React Native I want to select one item using ListView When I first press item the ListView renderRow was call But after all not working How can I fix this bug? My problem is where? I wrote a demo in here 
JS syntax / general programming,What is the difference between () => {} and function() {} in react-native javascript?,37796654,11727,I have seen some functions defined as and some functions defined as Is this related to Javascript version ES6? Also how does use of keyword change from one function definition to another? ,What is the difference between () => {} and function() {} in react-native javascript? I have seen some functions defined as and some functions defined as Is this related to Javascript version ES6? Also how does use of keyword change from one function definition to another? 
Debugging,React Native adb reverse ENOENT,38835931,11708,I am trying to get React Native to work with but I am unable to test the app on the Emulator When I ran I get this error Here is a log NOTE In the log it saids SDK directory does not exist I have double check that I do have the SDK installed in that directory I found my android emulator when executing I have tried the following steps from Stack Overflow post but still no luck https stackoverflow com a 38536290 4540216 ,React Native adb reverse ENOENT I am trying to get React Native to work with but I am unable to test the app on the Emulator When I ran I get this error Here is a log NOTE In the log it saids SDK directory does not exist I have double check that I do have the SDK installed in that directory I found my android emulator when executing I have tried the following steps from Stack Overflow post but still no luck https stackoverflow com a 38536290 4540216 
Camera,Barcode scanning using react native,35309933,11680,I am using react native camera to build a barcode scanner for Android and iOS both I am able to scan the barcode in iOS but the issue is there is no visual for the scanning boundary And I want the whole screen to be able to scan the bar code not just the middle of the screen Is there any way around it? If there is some other library that would also work for me ,Barcode scanning using react native I am using react native camera to build a barcode scanner for Android and iOS both I am able to scan the barcode in iOS but the issue is there is no visual for the scanning boundary And I want the whole screen to be able to scan the bar code not just the middle of the screen Is there any way around it? If there is some other library that would also work for me 
Animations/visuals/styles,Setting a border for react native TextInput,37426210,11640,Using React native 0 26 My component is something like this And my styles The problems that I am facing are The border right width and left width do not seem to have any effect and the placeholder text just begins on the left edge The background of TextInput is grey its the same as the View s background I was expecting it to be white by default Feels transparent With iOS simulator how to bring up the keyboard I would like to set and see how the keyboard looks and have some code on and test Screenshot below ,Setting a border for react native TextInput Using React native 0 26 My component is something like this And my styles The problems that I am facing are The border right width and left width do not seem to have any effect and the placeholder text just begins on the left edge The background of TextInput is grey its the same as the View s background I was expecting it to be white by default Feels transparent With iOS simulator how to bring up the keyboard I would like to set and see how the keyboard looks and have some code on and test Screenshot below 
JS syntax / general programming,undefined is not an object (evaluating 'this.props.navigator.push'),30079640,11629,Can t make this work have cross checked all the references but it isn t helping Here is all the code for the view I am not sure what I am missing have required all the dependencies ,undefined is not an object (evaluating 'this.props.navigator.push') Can t make this work have cross checked all the references but it isn t helping Here is all the code for the view I am not sure what I am missing have required all the dependencies 
Building/Development/IDE,unable to load script from assets 'index.android.bundle',44648466,11626,I m new in react native I have run react native project on Ubuntu by using react native run android command And I got the error on emulator Unable to load script from assets index android bundle Make sure your bundle is packaged correctly or you are running a package server ,unable to load script from assets 'index.android.bundle' I m new in react native I have run react native project on Ubuntu by using react native run android command And I got the error on emulator Unable to load script from assets index android bundle Make sure your bundle is packaged correctly or you are running a package server 
Animations/visuals/styles,How do I lay out views using absolute positioning instead of flex?,29659417,11603,React native doesn t allow for zIndex and instead suggests layering views based on the order they re rendered in I have a module on the top half of my screen and one on the bottom I want the module on top to have a shadow that overlaps the bottom one In order to achieve this I have to render the bottom half first Easy enough with absolute positioning right? My react styles My JSX But when I do this the bottomContainer doesn t fill the screen it conforms to its content But because of the variety of screen sizes I can t put a definite pixel size for the height and am therefore stuck ,How do I lay out views using absolute positioning instead of flex? React native doesn t allow for zIndex and instead suggests layering views based on the order they re rendered in I have a module on the top half of my screen and one on the bottom I want the module on top to have a shadow that overlaps the bottom one In order to achieve this I have to render the bottom half first Easy enough with absolute positioning right? My react styles My JSX But when I do this the bottomContainer doesn t fill the screen it conforms to its content But because of the variety of screen sizes I can t put a definite pixel size for the height and am therefore stuck 
JS syntax / general programming,ReactNative VS NativeScript: What's advantages?,33057109,11578,I have doing a lot about react web and react native and just a little about nativescript Both of them use javascript to write native mobile apps but I wonder what s the specific advantages about ReactNative over NativeScript? ,ReactNative VS NativeScript: What's advantages? I have doing a lot about react web and react native and just a little about nativescript Both of them use javascript to write native mobile apps but I wonder what s the specific advantages about ReactNative over NativeScript? 
Building/Development/IDE,Make sure you have an Android emulator running or a device connected and have,37900737,11569,I tried to run the through my React Project After that I got an error like the following I installed Android SDK and set Android Home and Path Environmental Variable successfully But I am still getting the same error I also installed Gennymotion on my pc for creating virtual android device ,Make sure you have an Android emulator running or a device connected and have I tried to run the through my React Project After that I got an error like the following I installed Android SDK and set Android Home and Path Environmental Variable successfully But I am still getting the same error I also installed Gennymotion on my pc for creating virtual android device 
Navigation,Resetting the navigation stack for the home screen (React Navigation and React Native),43090884,11566,I ve got a problem with the navigation of React Navigation and React Native It is about resetting navigation and returning to the home screen I ve build a StackNavigator inside of a DrawerNavigator and the navigation between home screen and other screens is working But the problem is that the navigation stack grows and grows I m not sure how to remove a screen from the stack For example when going from the home screen to the settings screen then to the entry screen and lastly again to the home screen the home screen is twice in the stack With the back button I do not get out of the app but again to the entry screen When selecting the home button again a reset of the stack would be great but I don t know how to do this Here someone tried to help an other person with a similar problem but the solution didn t work for me And this is a simple example of the drawer screen I hope you can help me This is an essential part of the navigation and a solution would be great! ,Resetting the navigation stack for the home screen (React Navigation and React Native) I ve got a problem with the navigation of React Navigation and React Native It is about resetting navigation and returning to the home screen I ve build a StackNavigator inside of a DrawerNavigator and the navigation between home screen and other screens is working But the problem is that the navigation stack grows and grows I m not sure how to remove a screen from the stack For example when going from the home screen to the settings screen then to the entry screen and lastly again to the home screen the home screen is twice in the stack With the back button I do not get out of the app but again to the entry screen When selecting the home button again a reset of the stack would be great but I don t know how to do this Here someone tried to help an other person with a similar problem but the solution didn t work for me And this is a simple example of the drawer screen I hope you can help me This is an essential part of the navigation and a solution would be great! 
FlatList/ListView/ScrollView,ListView fails to scroll,32874559,11551,As you can see in the attached GIF I can t scroll through the The view snaps back to the original position as soon as I release the mouse I ve read over the documentation and it seems like scrolling should just work Here s the implementation of ,ListView fails to scroll As you can see in the attached GIF I can t scroll through the The view snaps back to the original position as soon as I release the mouse I ve read over the documentation and it seems like scrolling should just work Here s the implementation of 
Network,React Native AsyncStorage fetches data after rendering,33553112,11526,I am using in to get locally stored but it is returning the promise after function has run How can I make wait until promise is completed? Thank you ,React Native AsyncStorage fetches data after rendering I am using in to get locally stored but it is returning the promise after function has run How can I make wait until promise is completed? Thank you 
Building/Development/IDE,"How to build React Native iOS app, get an .app file and deploy to device?",34933439,11420,I m going by this information https facebook github io react native docs running on device ios html content I did the command changed and I can build with success Though I m not sure where it s putting the final build Where is it putting the app file and when I want to copy that app file to my phone should I sync it via iTunes or is there a quicker way? Basically I m just trying to create and deploy a standalone app that doesn t need the React packager server ,"How to build React Native iOS app, get an .app file and deploy to device? I m going by this information https facebook github io react native docs running on device ios html content I did the command changed and I can build with success Though I m not sure where it s putting the final build Where is it putting the app file and when I want to copy that app file to my phone should I sync it via iTunes or is there a quicker way? Basically I m just trying to create and deploy a standalone app that doesn t need the React packager server "
JS syntax / general programming,Binding context when calling ES6 method. How to access object from within method called as callback?,35534818,11359,I m trying to wrap my head around the syntax for Classes in ES6 While at the same time learning Fabric native through Bonnie Eisenman s Learning React Native I ve come accross an issue around accessing in a callback when that callback is a Class method I m aware issues around lexical in callbacks have been raised many times on StackOverflow For instance in How to access the correct this context inside a callback? Based on my research online I ve come across a solution But I am not sure this is the correct way to do it in ES6 My issue came about when I tried the following below Which I ve only slightly modified from the example in the book to match the ES6 class syntax and the import export syntax instead of Require If I do this the in is undefined cannot read property setState of undefined I was surprised by this Coming from other OO languages I m interpreting as though this method is behaving more as if it was a static method I ve been able to solve this by skipping the class method and using the arrow notation Which works fine I have no problems or confusion with that I really want to work out how to call a class method though After a fair bit of research I ve managed to make it work by doing the following Perhaps I ve misunderstood a fundamental aspect of JavaScript I m a beginner in JS but this seems completely insane to me Is there really no way of accessing the context of an object from within a method without explicitly binding the object back onto it s own method at the point where it is called? I ve also tried adding in the constructor and calling in But wasn t too surprised to find that didn t work What s the correct way of accessing an object from within one of its methods when it is called as a callback? ,Binding context when calling ES6 method. How to access object from within method called as callback? I m trying to wrap my head around the syntax for Classes in ES6 While at the same time learning Fabric native through Bonnie Eisenman s Learning React Native I ve come accross an issue around accessing in a callback when that callback is a Class method I m aware issues around lexical in callbacks have been raised many times on StackOverflow For instance in How to access the correct this context inside a callback? Based on my research online I ve come across a solution But I am not sure this is the correct way to do it in ES6 My issue came about when I tried the following below Which I ve only slightly modified from the example in the book to match the ES6 class syntax and the import export syntax instead of Require If I do this the in is undefined cannot read property setState of undefined I was surprised by this Coming from other OO languages I m interpreting as though this method is behaving more as if it was a static method I ve been able to solve this by skipping the class method and using the arrow notation Which works fine I have no problems or confusion with that I really want to work out how to call a class method though After a fair bit of research I ve managed to make it work by doing the following Perhaps I ve misunderstood a fundamental aspect of JavaScript I m a beginner in JS but this seems completely insane to me Is there really no way of accessing the context of an object from within a method without explicitly binding the object back onto it s own method at the point where it is called? I ve also tried adding in the constructor and calling in But wasn t too surprised to find that didn t work What s the correct way of accessing an object from within one of its methods when it is called as a callback? 
UI elements/Views,How to make Tab bar for Android like TabBarIOS in react native?,36548589,11348,I want to create a BottomTabBar for my app I have used TabBarIOS component for the same and it works perfectly on iOS Is there any component for the Android as well? I have checked react native tabs but it doesn t support images I guess and the badge icon for notification Any ideas? ,How to make Tab bar for Android like TabBarIOS in react native? I want to create a BottomTabBar for my app I have used TabBarIOS component for the same and it works perfectly on iOS Is there any component for the Android as well? I have checked react native tabs but it doesn t support images I guess and the badge icon for notification Any ideas? 
VCS/NPM,Using npm modules in React Native projects,32293050,11219,Is it possible to use npm modules with React Native projects directly like one uses them within a React project by ? Of course I mean modules that can be used with a React app that is front end ones that will be run in the browsers JS runtime but not in the nodejs or iojs runtime as a React Native app does not run in the nodejs or iojs runtime ,Using npm modules in React Native projects Is it possible to use npm modules with React Native projects directly like one uses them within a React project by ? Of course I mean modules that can be used with a React app that is front end ones that will be run in the browsers JS runtime but not in the nodejs or iojs runtime as a React Native app does not run in the nodejs or iojs runtime 
Building/Development/IDE,How do I build React Native iOS app to device through Xcode?,29318508,11215,I tried building the app to device The build succeeds and the splash screen shows but then I see a red Could not connect to development server screen It says that Ensure node server is running run npm start from React root It looks like the node server is already running because when I do I get an message saying that the port is already in use ,How do I build React Native iOS app to device through Xcode? I tried building the app to device The build succeeds and the splash screen shows but then I see a red Could not connect to development server screen It says that Ensure node server is running run npm start from React root It looks like the node server is already running because when I do I get an message saying that the port is already in use 
Animations/visuals/styles,React-Native Button style not work,43585297,11209,Import_this This my React Button code But style not working Hare Also I was try by this code Update Question Also I was try by This way Style But No out put Screenshot of my phone ,React-Native Button style not work Import_this This my React Button code But style not working Hare Also I was try by this code Update Question Also I was try by This way Style But No out put Screenshot of my phone 
Building/Development/IDE,React native icons,29920259,11208,Somebody try to use react native icons? I follow this steps npm install react native icons latest save In XCode in the project navigator right click Libraries Add Files to your project s name Go to node_modules react native icons ios and add ReactNativeIcons xcodeproj Add libReactNativeIcons a from Products under ReactNativeIcons xcodeproj to your project s Build Phases Link Binary With Libraries phase Add the font files you want to use into the Copy Bundle Resources build phase of your project click the and click Add Other then choose the font files from node_modules react native icons ios Libraries FontAwesomeKit Run your project Cmd R My Code After I build he says the file doesn t exist I clean the DerivedData and try to build many times but doesn t work ,React native icons Somebody try to use react native icons? I follow this steps npm install react native icons latest save In XCode in the project navigator right click Libraries Add Files to your project s name Go to node_modules react native icons ios and add ReactNativeIcons xcodeproj Add libReactNativeIcons a from Products under ReactNativeIcons xcodeproj to your project s Build Phases Link Binary With Libraries phase Add the font files you want to use into the Copy Bundle Resources build phase of your project click the and click Add Other then choose the font files from node_modules react native icons ios Libraries FontAwesomeKit Run your project Cmd R My Code After I build he says the file doesn t exist I clean the DerivedData and try to build many times but doesn t work 
Building/Development/IDE,How to Integrate the React-Native project to Android-Studio?,42084587,11201,I had tried to import the react native project to android studio but the index android js file is not shown in android studio IDE So what I will do ? ,How to Integrate the React-Native project to Android-Studio? I had tried to import the react native project to android studio but the index android js file is not shown in android studio IDE So what I will do ? 
Webview,react native webview load from device local file system,33506908,11171,I m trying to load files from device s local file system into React Native WebView component I was able to get the path to the file but specifying this as the url for the WebView simply throws an error How would I go about this? Please help! ,react native webview load from device local file system I m trying to load files from device s local file system into React Native WebView component I was able to get the path to the file but specifying this as the url for the WebView simply throws an error How would I go about this? Please help! 
Building/Development/IDE,How to reload in the default Android emulator for react native app,38039736,11155,I am using default Android emulator for running react native apps I need to reload the app frequently how do I do that? And how can I set genymotion to set as default emulator for app running? ,How to reload in the default Android emulator for react native app I am using default Android emulator for running react native apps I need to reload the app frequently how do I do that? And how can I set genymotion to set as default emulator for app running? 
Building/Development/IDE,React-Native Error: Connection to http://localhost:8081/debugger-proxy?role=client timed out,37370916,11146,I run command and my app show for 3 secs before showing this I am running on ios simulator ExceptionsManager js 76 Connection to http localhost 8081 debugger proxy?role client timed out Are you running node proxy? If you are running on the device check if you have the right IP address in ,React-Native Error: Connection to http://localhost:8081/debugger-proxy?role=client timed out I run command and my app show for 3 secs before showing this I am running on ios simulator ExceptionsManager js 76 Connection to http localhost 8081 debugger proxy?role client timed out Are you running node proxy? If you are running on the device check if you have the right IP address in 
Building/Development/IDE,React Native - java.lang.RuntimeException: SDK location not found. Define location with sdk.dir in the local.properties,35141951,11137,Getting started with React Native I did install the Android SDK Java SDK and Android dependencies I receive the following error when running a demo app on my terminal I do have my Galaxy Emulator running Now I run it System OSX Yosemite node v 5 5 ,React Native - java.lang.RuntimeException: SDK location not found. Define location with sdk.dir in the local.properties Getting started with React Native I did install the Android SDK Java SDK and Android dependencies I receive the following error when running a demo app on my terminal I do have my Galaxy Emulator running Now I run it System OSX Yosemite node v 5 5 
Network,How to post a form using fetch in react native?,30662782,11094,I m trying to post the form containing the first_name last_name email password and password_confirmation using react native fetch api Output in Rails console So its posting the whole value as string and rails is parsing the string as a variable I want to strip out the from the json response How to do it ? ,How to post a form using fetch in react native? I m trying to post the form containing the first_name last_name email password and password_confirmation using react native fetch api Output in Rails console So its posting the whole value as string and rails is parsing the string as a variable I want to strip out the from the json response How to do it ? 
UI elements/Views,How can I show SVG file on React Native?,38830568,11087,I want to show svg files i have bunch of svg images but the thing i couldn t find the way to show I tried to use Image and Use components of react native svg but they don t work with that And i tried to do that with native way but it s really hard work to show just svg image Example code Also i know react native doesn t support svg basically but i think someone fix this problem with tricky way with without react native svg ,How can I show SVG file on React Native? I want to show svg files i have bunch of svg images but the thing i couldn t find the way to show I tried to use Image and Use components of react native svg but they don t work with that And i tried to do that with native way but it s really hard work to show just svg image Example code Also i know react native doesn t support svg basically but i think someone fix this problem with tricky way with without react native svg 
JS syntax / general programming,Programmatically add a component in React Native,35471921,11083,Suppose I have a simple React Native app like so How can I dynamically insert a component between the first and second tags when the is pressed? ,Programmatically add a component in React Native Suppose I have a simple React Native app like so How can I dynamically insert a component between the first and second tags when the is pressed? 
Building/Development/IDE,[react-native]could not connect to development server on android,42064283,11071,When I run react native run android it gives me error could not connect to development server Package server is running and i can access it directly from browser in mobile device My android device connected to computer has debugging enabled i checked it using adb devices command My android version is 4 4 4 so i cannot use adb reverse command I have set the ip address and port in Dev setting Usb debug is on OS is windows7 So how to fix the red error screen issue?Any suggestion is appreciated! enter image description here ,[react-native]could not connect to development server on android When I run react native run android it gives me error could not connect to development server Package server is running and i can access it directly from browser in mobile device My android device connected to computer has debugging enabled i checked it using adb devices command My android version is 4 4 4 so i cannot use adb reverse command I have set the ip address and port in Dev setting Usb debug is on OS is windows7 So how to fix the red error screen issue?Any suggestion is appreciated! enter image description here 
Animations/visuals/styles,How to Position a React Native Button at the bottom of my screen to work on multiple ios devices,36412395,11022,I am young to react native search the web for tutorials that could help me with this problem but have not find anything I know how to move the buttons from point A to B on my screen The thing is I just cant seem to get it to be fixed at the bottom to work on different form factors of my ios emulator So far I have tried marginTop which takes down the button to the screen but as soon as a I change the emulator to a different screen size the button goes up a little I am asking can I get any guidance as how I may set this to work on different ios screens The code above is my button ,How to Position a React Native Button at the bottom of my screen to work on multiple ios devices I am young to react native search the web for tutorials that could help me with this problem but have not find anything I know how to move the buttons from point A to B on my screen The thing is I just cant seem to get it to be fixed at the bottom to work on different form factors of my ios emulator So far I have tried marginTop which takes down the button to the screen but as soon as a I change the emulator to a different screen size the button goes up a little I am asking can I get any guidance as how I may set this to work on different ios screens The code above is my button 
JS syntax / general programming,What's the best way to get device locale in react native (iOS)?,33468746,11007,Something similar to NSLocale currentLocale in Objective C ,What's the best way to get device locale in react native (iOS)? Something similar to NSLocale currentLocale in Objective C 
UI elements/Views,"making a multiline, expanding TextInput with React-Native",31475187,11002,I m working on a react native app and need a TextInput that has similar functionality to the textview in the messages app on iOS it should start out as one line and then gracefully expand to more lines until some limit like 5 lines of text and then start scrolling along to latest line as needed Took a look at the but a seems like it has a lot of stuff that I don t want and b I d like to try to keep as much code in React and out of objective C swift as possible Edit Just want to emphasize that I would prefer REACT JAVASCRIPT code as stated above rather than Objective C or Swift ,"making a multiline, expanding TextInput with React-Native I m working on a react native app and need a TextInput that has similar functionality to the textview in the messages app on iOS it should start out as one line and then gracefully expand to more lines until some limit like 5 lines of text and then start scrolling along to latest line as needed Took a look at the but a seems like it has a lot of stuff that I don t want and b I d like to try to keep as much code in React and out of objective C swift as possible Edit Just want to emphasize that I would prefer REACT JAVASCRIPT code as stated above rather than Objective C or Swift "
Animations/visuals/styles,React Native - why padding does not work?,36690207,10926,Why padding never works in React Native? I have 10px padding in the image and the text box below Result Any ideas why? Did I miss something? ,React Native - why padding does not work? Why padding never works in React Native? I have 10px padding in the image and the text box below Result Any ideas why? Did I miss something? 
Components,React.createClass vs extends Component,33526493,10917,What s the different between To ,React.createClass vs extends Component What s the different between To 
VCS/NPM,How to find height of status bar in Android through React Native?,35436643,10908,How can I find the height of the status bar on Android through React Native? If I check the height the value seems to include the status bar height too but I m trying to find the height of the layout without the status bar ,How to find height of status bar in Android through React Native? How can I find the height of the status bar on Android through React Native? If I check the height the value seems to include the status bar height too but I m trying to find the height of the layout without the status bar 
JS syntax / general programming,Access array of objects to display in React Native Text component,36901009,10787,I m having trouble accessing an array of objects in my JSON data to display in a React Native Text component JSON data Code This throws the error which I don t understand since returns How can I access the object properties here? Additional notes I copied the app structure from this tutorial Here is produces the following format of data I am simplifying output here for the purposes of the example I notice the above is not JSON since the quotes on the keys have been stripped out ,Access array of objects to display in React Native Text component I m having trouble accessing an array of objects in my JSON data to display in a React Native Text component JSON data Code This throws the error which I don t understand since returns How can I access the object properties here? Additional notes I copied the app structure from this tutorial Here is produces the following format of data I am simplifying output here for the purposes of the example I notice the above is not JSON since the quotes on the keys have been stripped out 
UI elements/Views,How to get values which are in TextInput when Button is click in ReactNative,39661905,10728,1 index android js ,How to get values which are in TextInput when Button is click in ReactNative 1 index android js 
Building/Development/IDE,React Native: ReferenceError: Can't find variable: require (line 1 in the generated bundle),33911453,10725,I created a sample app in react native using following guide React native android But when i Run I am getting following exception Anybody please help me how to resolve this ,React Native: ReferenceError: Can't find variable: require (line 1 in the generated bundle) I created a sample app in react native using following guide React native android But when i Run I am getting following exception Anybody please help me how to resolve this 
Network,React Native: fetch request failed with error - TypeError: Network request failed(?),33969333,10702,I am developing a simple app using React Native I am testing it on Android device I have created a Node js server to listen to the requests it is running at http localhost 3333 Next I am making a fetch request from index android js Below is the code The code for the request handler at node server is below But the fetch request is not working The error I get in the Chrome console is TypeError Network request failed How to make this work? ,React Native: fetch request failed with error - TypeError: Network request failed(?) I am developing a simple app using React Native I am testing it on Android device I have created a Node js server to listen to the requests it is running at http localhost 3333 Next I am making a fetch request from index android js Below is the code The code for the request handler at node server is below But the fetch request is not working The error I get in the Chrome console is TypeError Network request failed How to make this work? 
